utp,nome_utp,municipio,nome_municipio,uf,long_utp,lat_utp,sede
113,Garanhuns,2600500,Águas Belas,PE,-37.121957,-9.11459,false
59,Arcoverde,2600609,Alagoinha,PE,-36.775456,-8.466271,false
162,Timbaúba,2600708,Aliança,PE,-35.228501,-7.60473,false
78,Caruaru,2600807,Altinho,PE,-36.0597,-8.489593,false
78,Caruaru,2600906,Amaraji,PE,-35.450773,-8.378487,false
113,Garanhuns,2601003,Angelim,PE,-36.284814,-8.890374,false
278,Recife,2601052,Araçoiaba,PE,-35.093967,-7.785642,false
27,Araripina,2601102,Araripina,PE,-40.502461,-7.578142,true
59,Arcoverde,2601201,Arcoverde,PE,-37.056506,-8.423941,true
78,Caruaru,2601300,Barra de Guabiraba,PE,-35.662819,-8.420935,false
209,Maragogi,2601409,Barreiros,PE,-35.199086,-8.814138,false
78,Caruaru,2601508,Belém de Maria,PE,-35.839924,-8.621202,false
409,Belém do São Francisco,2601607,Belém do São Francisco,PE,-38.9616,-8.751463,true
78,Caruaru,2601706,Belo Jardim,PE,-36.420035,-8.335295,false
321,Serra Talhada,2601805,Betânia,PE,-38.038738,-8.269841,false
78,Caruaru,2601904,Bezerros,PE,-35.754488,-8.23536,false
27,Araripina,2602001,Bodocó,PE,-39.936163,-7.779343,false
113,Garanhuns,2602100,Bom Conselho,PE,-36.679314,-9.163383,false
65,Campina Grande,2602209,Bom Jardim,PE,-35.58714,-7.799512,false
78,Caruaru,2602308,Bonito,PE,-35.728528,-8.472261,false
113,Garanhuns,2602407,Brejão,PE,-36.564697,-9.027249,false
244,Patos,2602506,Brejinho,PE,-37.287335,-7.345671,false
78,Caruaru,2602605,Brejo da Madre de Deus,PE,-36.370391,-8.148957,false
162,Timbaúba,2602704,Buenos Aires,PE,-35.32957,-7.724372,false
59,Arcoverde,2602803,Buíque,PE,-37.156988,-8.622059,false
278,Recife,2602902,Cabo de Santo Agostinho,PE,-35.038489,-8.289864,false
366,Cabrobó,2603009,Cabrobó,PE,-39.309841,-8.515105,true
78,Caruaru,2603108,Cachoeirinha,PE,-36.235991,-8.486831,false
59,Arcoverde,2603207,Caetés,PE,-36.624804,-8.775595,false
113,Garanhuns,2603306,Calçado,PE,-36.333288,-8.738378,false
321,Serra Talhada,2603405,Calumbi,PE,-38.153746,-7.938427,false
278,Recife,2603454,Camaragibe,PE,-34.995721,-8.020522,false
78,Caruaru,2603504,Camocim de São Félix,PE,-35.765195,-8.362138,false
162,Timbaúba,2603603,Camutanga,PE,-35.282791,-7.407082,false
113,Garanhuns,2603702,Canhotinho,PE,-36.193575,-8.883871,false
59,Arcoverde,2603801,Capoeiras,PE,-36.623798,-8.736143,false
321,Serra Talhada,2603900,Carnaíba,PE,-37.793399,-7.803058,false
321,Serra Talhada,2603926,Carnaubeira da Penha,PE,-38.743422,-8.320608,false
278,Recife,2604007,Carpina,PE,-35.258061,-7.846887,false
78,Caruaru,2604106,Caruaru,PE,-35.967073,-8.285898,true
65,Campina Grande,2604155,Casinhas,PE,-35.725323,-7.743207,false
78,Caruaru,2604205,Catende,PE,-35.721667,-8.670308,false
187,Juazeiro do Norte,2604304,Cedro,PE,-39.237138,-7.717469,false
278,Recife,2604403,Chã de Alegria,PE,-35.213727,-7.997901,false
78,Caruaru,2604502,Chã Grande,PE,-35.464741,-8.240113,false
162,Timbaúba,2604601,Condado,PE,-35.104118,-7.589382,false
113,Garanhuns,2604700,Correntes,PE,-36.329702,-9.128666,false
78,Caruaru,2604809,Cortês,PE,-35.541587,-8.475151,false
78,Caruaru,2604908,Cumaru,PE,-35.694699,-8.015032,false
78,Caruaru,2605004,Cupira,PE,-35.950257,-8.611283,false
321,Serra Talhada,2605103,Custódia,PE,-37.641097,-8.089002,false
368,Afrânio,2605152,Dormentes,PE,-40.770736,-8.448657,false
278,Recife,2605202,Escada,PE,-35.236157,-8.362522,false
187,Juazeiro do Norte,2605301,Exu,PE,-39.722728,-7.516307,false
278,Recife,2605400,Feira Nova,PE,-35.390598,-7.948728,false
508,Fernando de Noronha,2605459,Fernando de Noronha,PE,-32.435186,-3.852021,true
162,Timbaúba,2605509,Ferreiros,PE,-35.24407,-7.445494,false
321,Serra Talhada,2605608,Flores,PE,-37.971456,-7.861714,false
409,Belém do São Francisco,2605707,Floresta,PE,-38.571239,-8.600827,false
78,Caruaru,2605806,Frei Miguelinho,PE,-35.923128,-7.944458,false
209,Maragogi,2605905,Gameleira,PE,-35.386611,-8.583836,false
113,Garanhuns,2606002,Garanhuns,PE,-36.49305,-8.888906,true
278,Recife,2606101,Glória do Goitá,PE,-35.292322,-7.999608,false
278,Recife,2606200,Goiana,PE,-34.998376,-7.559232,false
675,Salgueiro,2606309,Granito,PE,-39.619286,-7.709253,false
78,Caruaru,2606408,Gravatá,PE,-35.571492,-8.206,false
113,Garanhuns,2606507,Iati,PE,-36.847276,-9.045709,false
531,Itaíba,2606606,Ibimirim,PE,-37.690047,-8.538762,false
78,Caruaru,2606705,Ibirajuba,PE,-36.180463,-8.580535,false
278,Recife,2606804,Igarassu,PE,-34.910583,-7.828372,false
595,Monteiro,2606903,Iguaracy,PE,-37.518821,-7.844774,false
531,Itaíba,2607000,Inajá,PE,-37.824485,-8.902046,false
595,Monteiro,2607109,Ingazeira,PE,-37.45767,-7.677797,false
278,Recife,2607208,Ipojuca,PE,-35.063472,-8.396987,false
27,Araripina,2607307,Ipubi,PE,-40.150209,-7.649705,false
409,Belém do São Francisco,2607406,Itacuruba,PE,-38.686342,-8.724515,false
531,Itaíba,2607505,Itaíba,PE,-37.418948,-8.940054,true
278,Recife,2607604,Ilha de Itamaracá,PE,-34.823951,-7.746573,false
162,Timbaúba,2607653,Itambé,PE,-35.110627,-7.409264,false
244,Patos,2607703,Itapetim,PE,-37.188439,-7.378429,false
278,Recife,2607752,Itapissuma,PE,-34.889271,-7.774035,false
162,Timbaúba,2607802,Itaquitinga,PE,-35.102615,-7.666394,false
278,Recife,2607901,Jaboatão dos Guararapes,PE,-34.921173,-8.165391,false
78,Caruaru,2607950,Jaqueira,PE,-35.797395,-8.72797,false
635,Pesqueira,2608008,Jataúba,PE,-36.498829,-7.987258,false
246,Paulo Afonso,2608057,Jatobá,PE,-38.275038,-9.18507,false
78,Caruaru,2608107,João Alfredo,PE,-35.591502,-7.860189,false
78,Caruaru,2608206,Joaquim Nabuco,PE,-35.529242,-8.626898,false
113,Garanhuns,2608255,Jucati,PE,-36.490387,-8.707029,false
113,Garanhuns,2608305,Jupi,PE,-36.411734,-8.706097,false
78,Caruaru,2608404,Jurema,PE,-36.135954,-8.719667,false
278,Recife,2608453,Lagoa do Carro,PE,-35.312602,-7.844232,false
278,Recife,2608503,Lagoa de Itaenga,PE,-35.292804,-7.932378,false
113,Garanhuns,2608602,Lagoa do Ouro,PE,-36.464317,-9.124172,false
78,Caruaru,2608701,Lagoa dos Gatos,PE,-35.907121,-8.649255,false
253,Petrolina,2608750,Lagoa Grande,PE,-40.270725,-8.995051,false
113,Garanhuns,2608800,Lajedo,PE,-36.321497,-8.662857,false
278,Recife,2608909,Limoeiro,PE,-35.455261,-7.880198,false
162,Timbaúba,2609006,Macaparana,PE,-35.449875,-7.555681,false
162,Timbaúba,2609105,Machados,PE,-35.514141,-7.688572,false
531,Itaíba,2609154,Manari,PE,-37.626823,-8.960108,false
78,Caruaru,2609204,Maraial,PE,-35.814118,-8.783078,false
321,Serra Talhada,2609303,Mirandiba,PE,-38.734565,-8.120244,false
278,Recife,2609402,Moreno,PE,-35.094869,-8.118695,false
278,Recife,2609501,Nazaré da Mata,PE,-35.221339,-7.737688,false
278,Recife,2609600,Olinda,PE,-34.86131,-7.99266,false
65,Campina Grande,2609709,Orobó,PE,-35.602982,-7.737895,false
683,Santa Maria da Boa Vista,2609808,Orocó,PE,-39.595246,-8.617946,false
27,Araripina,2609907,Ouricuri,PE,-40.081463,-7.883152,false
78,Caruaru,2610004,Palmares,PE,-35.588336,-8.679083,false
113,Garanhuns,2610103,Palmeirina,PE,-36.327311,-9.001683,false
78,Caruaru,2610202,Panelas,PE,-36.001576,-8.667242,false
113,Garanhuns,2610301,Paranatama,PE,-36.658429,-8.920145,false
675,Salgueiro,2610400,Parnamirim,PE,-39.575787,-8.090138,false
78,Caruaru,2610509,Passira,PE,-35.581685,-7.978884,false
278,Recife,2610608,Paudalho,PE,-35.179151,-7.897135,false
278,Recife,2610707,Paulista,PE,-34.884792,-7.943188,false
59,Arcoverde,2610806,Pedra,PE,-36.942798,-8.498477,false
635,Pesqueira,2610905,Pesqueira,PE,-36.695515,-8.355456,true
246,Paulo Afonso,2611002,Petrolândia,PE,-38.220734,-8.977343,false
253,Petrolina,2611101,Petrolina,PE,-40.499999,-9.397376,true
635,Pesqueira,2611200,Poção,PE,-36.70588,-8.186227,false
278,Recife,2611309,Pombos,PE,-35.396195,-8.14436,false
278,Recife,2611408,Primavera,PE,-35.353943,-8.331376,false
78,Caruaru,2611507,Quipapá,PE,-36.01199,-8.827885,false
321,Serra Talhada,2611533,Quixaba,PE,-37.846446,-7.718126,false
278,Recife,2611606,Recife,PE,-34.888942,-8.062762,true
78,Caruaru,2611705,Riacho das Almas,PE,-35.860875,-8.127033,false
278,Recife,2611804,Ribeirão,PE,-35.376131,-8.511116,false
209,Maragogi,2611903,Rio Formoso,PE,-35.155433,-8.662171,false
78,Caruaru,2612000,Sairé,PE,-35.710248,-8.327614,false
78,Caruaru,2612109,Salgadinho,PE,-35.638061,-7.939484,false
675,Salgueiro,2612208,Salgueiro,PE,-39.120851,-8.070678,true
113,Garanhuns,2612307,Saloá,PE,-36.692729,-8.975995,false
78,Caruaru,2612406,Sanharó,PE,-36.562507,-8.362962,false
683,Santa Maria da Boa Vista,2612455,Santa Cruz,PE,-40.337688,-8.237961,false
321,Serra Talhada,2612471,Santa Cruz da Baixa Verde,PE,-38.153138,-7.82147,false
78,Caruaru,2612505,Santa Cruz do Capibaribe,PE,-36.20395,-7.95519,false
368,Afrânio,2612554,Santa Filomena,PE,-40.615775,-8.160511,false
683,Santa Maria da Boa Vista,2612604,Santa Maria da Boa Vista,PE,-39.824236,-8.804127,true
78,Caruaru,2612703,Santa Maria do Cambucá,PE,-35.885243,-7.831813,false
244,Patos,2612802,Santa Terezinha,PE,-37.480033,-7.370356,false
78,Caruaru,2612901,São Benedito do Sul,PE,-35.931123,-8.810438,false
78,Caruaru,2613008,São Bento do Una,PE,-36.446298,-8.519868,false
78,Caruaru,2613107,São Caitano,PE,-36.13736,-8.327361,false
113,Garanhuns,2613206,São João,PE,-36.368253,-8.877559,false
78,Caruaru,2613305,São Joaquim do Monte,PE,-35.809491,-8.432152,false
209,Maragogi,2613404,São José da Coroa Grande,PE,-35.145707,-8.894195,false
321,Serra Talhada,2613503,São José do Belmonte,PE,-38.759454,-7.86174,false
244,Patos,2613602,São José do Egito,PE,-37.275072,-7.474025,false
278,Recife,2613701,São Lourenço da Mata,PE,-35.041278,-7.995938,false
162,Timbaúba,2613800,São Vicente Ferrer,PE,-35.490122,-7.592213,false
321,Serra Talhada,2613909,Serra Talhada,PE,-38.296315,-7.987998,true
675,Salgueiro,2614006,Serrita,PE,-39.292623,-7.95434,false
595,Monteiro,2614105,Sertânia,PE,-37.26739,-8.07245,false
278,Recife,2614204,Sirinhaém,PE,-35.116405,-8.59337,false
675,Salgueiro,2614303,Moreilândia,PE,-39.553754,-7.629983,false
595,Monteiro,2614402,Solidão,PE,-37.64747,-7.602126,false
78,Caruaru,2614501,Surubim,PE,-35.756784,-7.835157,false
595,Monteiro,2614600,Tabira,PE,-37.540266,-7.591137,false
78,Caruaru,2614709,Tacaimbó,PE,-36.290404,-8.315611,false
246,Paulo Afonso,2614808,Tacaratu,PE,-38.153461,-9.1057,false
209,Maragogi,2614857,Tamandaré,PE,-35.090647,-8.704689,false
78,Caruaru,2615003,Taquaritinga do Norte,PE,-36.043338,-7.90216,false
113,Garanhuns,2615102,Terezinha,PE,-36.621476,-9.057778,false
675,Salgueiro,2615201,Terra Nova,PE,-39.374422,-8.230358,false
162,Timbaúba,2615300,Timbaúba,PE,-35.318772,-7.511746,true
78,Caruaru,2615409,Toritama,PE,-36.056843,-8.00665,false
278,Recife,2615508,Tracunhaém,PE,-35.237923,-7.802689,false
27,Araripina,2615607,Trindade,PE,-40.265591,-7.761795,false
321,Serra Talhada,2615706,Triunfo,PE,-38.10706,-7.830876,false
59,Arcoverde,2615805,Tupanatinga,PE,-37.340233,-8.751582,false
244,Patos,2615904,Tuparetama,PE,-37.311182,-7.598759,false
59,Arcoverde,2616001,Venturosa,PE,-36.878372,-8.576527,false
675,Salgueiro,2616100,Verdejante,PE,-38.974283,-7.932884,false
78,Caruaru,2616183,Vertente do Lério,PE,-35.853003,-7.774819,false
78,Caruaru,2616209,Vertentes,PE,-35.989306,-7.905743,false
162,Timbaúba,2616308,Vicência,PE,-35.320301,-7.65296,false
278,Recife,2616407,Vitória de Santo Antão,PE,-35.293864,-8.118748,false
209,Maragogi,2616506,Xexéu,PE,-35.624235,-8.803313,false
246,Paulo Afonso,2700102,Água Branca,AL,-37.940715,-9.267025,false
22,Arapiraca,2700201,Anadia,AL,-36.300814,-9.684084,false
22,Arapiraca,2700300,Arapiraca,AL,-36.657297,-9.755907,true
203,Maceió,2700409,Atalaia,AL,-36.021427,-9.501387,false
203,Maceió,2700508,Barra de Santo Antônio,AL,-35.500298,-9.409278,false
203,Maceió,2700607,Barra de São Miguel,AL,-35.90745,-9.838998,false
22,Arapiraca,2700706,Batalha,AL,-37.127092,-9.674593,false
22,Arapiraca,2700805,Belém,AL,-36.494498,-9.568648,false
690,Santana do Ipanema,2700904,Belo Monte,AL,-37.278439,-9.826989,false
22,Arapiraca,2701001,Boca da Mata,AL,-36.211725,-9.645145,false
203,Maceió,2701100,Branquinha,AL,-36.020034,-9.246583,false
22,Arapiraca,2701209,Cacimbinhas,AL,-36.99687,-9.405163,false
203,Maceió,2701308,Cajueiro,AL,-36.156379,-9.389661,false
209,Maragogi,2701357,Campestre,AL,-35.566718,-8.848375,false
22,Arapiraca,2701407,Campo Alegre,AL,-36.352435,-9.783416,false
22,Arapiraca,2701506,Campo Grande,AL,-36.79084,-9.956923,false
690,Santana do Ipanema,2701605,Canapi,AL,-37.605647,-9.11738,false
203,Maceió,2701704,Capela,AL,-36.075008,-9.412932,false
690,Santana do Ipanema,2701803,Carneiros,AL,-37.37475,-9.48068,false
113,Garanhuns,2701902,Chã Preta,AL,-36.299381,-9.261422,false
22,Arapiraca,2702009,Coité do Nóia,AL,-36.579684,-9.638487,false
209,Maragogi,2702108,Colônia Leopoldina,AL,-35.719781,-8.912688,false
203,Maceió,2702207,Coqueiro Seco,AL,-35.795363,-9.637554,false
252,Coruripe,2702306,Coruripe,AL,-36.176078,-10.126547,true
22,Arapiraca,2702355,Craíbas,AL,-36.772391,-9.619934,false
246,Paulo Afonso,2702405,Delmiro Gouveia,AL,-37.999233,-9.384574,false
690,Santana do Ipanema,2702504,Dois Riachos,AL,-37.08985,-9.385671,false
22,Arapiraca,2702553,Estrela de Alagoas,AL,-36.758333,-9.387405,false
22,Arapiraca,2702603,Feira Grande,AL,-36.677686,-9.900437,false
252,Coruripe,2702702,Feliz Deserto,AL,-36.307188,-10.292381,false
203,Maceió,2702801,Flexeiras,AL,-35.724372,-9.273235,false
22,Arapiraca,2702900,Girau do Ponciano,AL,-36.830314,-9.887364,false
209,Maragogi,2703007,Ibateguara,AL,-35.931184,-8.976985,false
22,Arapiraca,2703106,Igaci,AL,-36.62816,-9.533689,false
276,Nossa Senhora da Glória,2703205,Igreja Nova,AL,-36.653345,-10.129299,false
246,Paulo Afonso,2703304,Inhapi,AL,-37.752637,-9.223899,false
22,Arapiraca,2703403,Jacaré dos Homens,AL,-37.207833,-9.636659,false
209,Maragogi,2703502,Jacuípe,AL,-35.460998,-8.840301,false
209,Maragogi,2703601,Japaratinga,AL,-35.258658,-9.088974,false
22,Arapiraca,2703700,Jaramataia,AL,-37.003596,-9.658352,false
203,Maceió,2703759,Jequiá da Praia,AL,-36.027334,-10.009592,false
209,Maragogi,2703809,Joaquim Gomes,AL,-35.74903,-9.135979,false
209,Maragogi,2703908,Jundiá,AL,-35.555597,-8.938877,false
22,Arapiraca,2704005,Junqueiro,AL,-36.471522,-9.93161,false
22,Arapiraca,2704104,Lagoa da Canoa,AL,-36.735789,-9.830876,false
22,Arapiraca,2704203,Limoeiro de Anadia,AL,-36.503897,-9.738613,false
203,Maceió,2704302,Maceió,AL,-35.70163,-9.660822,true
22,Arapiraca,2704401,Major Isidoro,AL,-36.9848,-9.526644,false
209,Maragogi,2704500,Maragogi,AL,-35.223015,-9.015456,true
690,Santana do Ipanema,2704609,Maravilha,AL,-37.356635,-9.233997,false
203,Maceió,2704708,Marechal Deodoro,AL,-35.893069,-9.739156,false
22,Arapiraca,2704807,Maribondo,AL,-36.306603,-9.57725,false
22,Arapiraca,2704906,Mar Vermelho,AL,-36.38504,-9.447773,false
246,Paulo Afonso,2705002,Mata Grande,AL,-37.725224,-9.114806,false
209,Maragogi,2705101,Matriz de Camaragibe,AL,-35.533555,-9.158526,false
203,Maceió,2705200,Messias,AL,-35.840378,-9.391812,false
22,Arapiraca,2705309,Minador do Negrão,AL,-36.864916,-9.303683,false
22,Arapiraca,2705408,Monteirópolis,AL,-37.245272,-9.602328,false
203,Maceió,2705507,Murici,AL,-35.947556,-9.316301,false
209,Maragogi,2705606,Novo Lino,AL,-35.660964,-8.943159,false
22,Arapiraca,2705705,Olho D'Água das Flores,AL,-37.297891,-9.533601,false
246,Paulo Afonso,2705804,Olho D'Água do Casado,AL,-37.836243,-9.501446,false
276,Nossa Senhora da Glória,2705903,Olho D'Água Grande,AL,-36.806746,-10.058495,false
690,Santana do Ipanema,2706000,Olivença,AL,-37.190819,-9.519456,false
690,Santana do Ipanema,2706109,Ouro Branco,AL,-37.354444,-9.163415,false
690,Santana do Ipanema,2706208,Palestina,AL,-37.331136,-9.673097,false
22,Arapiraca,2706307,Palmeira dos Índios,AL,-36.630984,-9.406159,false
690,Santana do Ipanema,2706406,Pão de Açúcar,AL,-37.435139,-9.747042,false
246,Paulo Afonso,2706422,Pariconha,AL,-38.009826,-9.257884,false
203,Maceió,2706448,Paripueira,AL,-35.559105,-9.466313,false
209,Maragogi,2706505,Passo de Camaragibe,AL,-35.491275,-9.244847,false
22,Arapiraca,2706604,Paulo Jacinto,AL,-36.372742,-9.373364,false
252,Coruripe,2706703,Penedo,AL,-36.58046,-10.29611,false
252,Coruripe,2706802,Piaçabuçu,AL,-36.434352,-10.407362,false
203,Maceió,2706901,Pilar,AL,-35.948518,-9.606894,false
22,Arapiraca,2707008,Pindoba,AL,-36.286541,-9.476211,false
246,Paulo Afonso,2707107,Piranhas,AL,-37.750393,-9.623559,false
690,Santana do Ipanema,2707206,Poço das Trincheiras,AL,-37.279298,-9.302914,false
209,Maragogi,2707305,Porto Calvo,AL,-35.398334,-9.052448,false
209,Maragogi,2707404,Porto de Pedras,AL,-35.297015,-9.156086,false
276,Nossa Senhora da Glória,2707503,Porto Real do Colégio,AL,-36.824629,-10.173733,false
22,Arapiraca,2707602,Quebrangulo,AL,-36.477222,-9.323547,false
203,Maceió,2707701,Rio Largo,AL,-35.852422,-9.486158,false
203,Maceió,2707800,Roteiro,AL,-35.98121,-9.832189,false
203,Maceió,2707909,Santa Luzia do Norte,AL,-35.823488,-9.596768,false
690,Santana do Ipanema,2708006,Santana do Ipanema,AL,-37.245407,-9.372284,true
203,Maceió,2708105,Santana do Mundaú,AL,-36.225234,-9.165033,false
276,Nossa Senhora da Glória,2708204,São Brás,AL,-36.898949,-10.12031,false
203,Maceió,2708303,São José da Laje,AL,-36.057388,-9.011066,false
690,Santana do Ipanema,2708402,São José da Tapera,AL,-37.383708,-9.549396,false
209,Maragogi,2708501,São Luís do Quitunde,AL,-35.565491,-9.314117,false
22,Arapiraca,2708600,São Miguel dos Campos,AL,-36.094264,-9.779935,false
209,Maragogi,2708709,São Miguel dos Milagres,AL,-35.369119,-9.267186,false
22,Arapiraca,2708808,São Sebastião,AL,-36.551092,-9.931657,false
203,Maceió,2708907,Satuba,AL,-35.82854,-9.569428,false
690,Santana do Ipanema,2708956,Senador Rui Palmeira,AL,-37.453646,-9.463391,false
22,Arapiraca,2709004,Tanque D'Arca,AL,-36.436742,-9.531962,false
22,Arapiraca,2709103,Taquarana,AL,-36.496768,-9.64232,false
22,Arapiraca,2709152,Teotônio Vilela,AL,-36.355563,-9.907498,false
22,Arapiraca,2709202,Traipu,AL,-37.006006,-9.971059,false
203,Maceió,2709301,União dos Palmares,AL,-36.033143,-9.159524,false
203,Maceió,2709400,Viçosa,AL,-36.248393,-9.377054,false
276,Nossa Senhora da Glória,2800100,Amparo de São Francisco,SE,-36.927484,-10.133971,false
276,Nossa Senhora da Glória,2800209,Aquidabã,SE,-37.022181,-10.292518,false
19,Aracaju,2800308,Aracaju,SE,-37.048213,-10.907216,true
19,Aracaju,2800407,Arauá,SE,-37.612337,-11.264505,false
19,Aracaju,2800506,Areia Branca,SE,-37.313363,-10.758192,false
19,Aracaju,2800605,Barra dos Coqueiros,SE,-37.041242,-10.906799,false
19,Aracaju,2800670,Boquim,SE,-37.623573,-11.146392,false
252,Coruripe,2800704,Brejo Grande,SE,-36.47182,-10.418943,false
19,Aracaju,2801009,Campo do Brito,SE,-37.496356,-10.743335,false
276,Nossa Senhora da Glória,2801108,Canhoba,SE,-36.973845,-10.138744,false
246,Paulo Afonso,2801207,Canindé de São Francisco,SE,-37.787964,-9.654104,false
19,Aracaju,2801306,Capela,SE,-37.054833,-10.5061,false
19,Aracaju,2801405,Carira,SE,-37.701919,-10.358017,false
19,Aracaju,2801504,Carmópolis,SE,-36.990816,-10.646819,false
276,Nossa Senhora da Glória,2801603,Cedro de São João,SE,-36.884036,-10.247765,false
7,Alagoinhas,2801702,Cristinápolis,SE,-37.75466,-11.473558,false
276,Nossa Senhora da Glória,2801900,Cumbe,SE,-37.187899,-10.357025,false
19,Aracaju,2802007,Divina Pastora,SE,-37.149345,-10.677376,false
19,Aracaju,2802106,Estância,SE,-37.440011,-11.267949,false
276,Nossa Senhora da Glória,2802205,Feira Nova,SE,-37.316118,-10.270533,false
19,Aracaju,2802304,Frei Paulo,SE,-37.541876,-10.540085,false
276,Nossa Senhora da Glória,2802403,Gararu,SE,-37.084372,-9.967351,false
19,Aracaju,2802502,General Maynard,SE,-36.987984,-10.68653,false
276,Nossa Senhora da Glória,2802601,Gracho Cardoso,SE,-37.196055,-10.2262,false
252,Coruripe,2802700,Ilha das Flores,SE,-36.538635,-10.434276,false
7,Alagoinhas,2802809,Indiaroba,SE,-37.515095,-11.518507,false
19,Aracaju,2802908,Itabaiana,SE,-37.426861,-10.685716,false
7,Alagoinhas,2803005,Itabaianinha,SE,-37.787411,-11.276785,false
276,Nossa Senhora da Glória,2803104,Itabi,SE,-37.09965,-10.12349,false
19,Aracaju,2803203,Itaporanga D'Ajuda,SE,-37.307827,-10.996733,false
19,Aracaju,2803302,Japaratuba,SE,-36.941786,-10.589467,false
276,Nossa Senhora da Glória,2803401,Japoatã,SE,-36.800756,-10.34651,false
367,Lagarto,2803500,Lagarto,SE,-37.666353,-10.915301,true
19,Aracaju,2803609,Laranjeiras,SE,-37.160568,-10.79703,false
19,Aracaju,2803708,Macambira,SE,-37.543445,-10.66415,false
276,Nossa Senhora da Glória,2803807,Malhada dos Bois,SE,-36.918902,-10.346452,false
19,Aracaju,2803906,Malhador,SE,-37.31146,-10.660044,false
19,Aracaju,2804003,Maruim,SE,-37.083314,-10.736932,false
19,Aracaju,2804102,Moita Bonita,SE,-37.345749,-10.579044,false
246,Paulo Afonso,2804201,Monte Alegre de Sergipe,SE,-37.561426,-10.025862,false
276,Nossa Senhora da Glória,2804300,Muribeca,SE,-36.957001,-10.427427,false
252,Coruripe,2804409,Neópolis,SE,-36.576718,-10.315878,false
19,Aracaju,2804458,Nossa Senhora Aparecida,SE,-37.454439,-10.394651,false
276,Nossa Senhora da Glória,2804508,Nossa Senhora da Glória,SE,-37.419921,-10.215687,true
276,Nossa Senhora da Glória,2804607,Nossa Senhora das Dores,SE,-37.193711,-10.492054,false
276,Nossa Senhora da Glória,2804706,Nossa Senhora de Lourdes,SE,-37.050473,-10.078616,false
19,Aracaju,2804805,Nossa Senhora do Socorro,SE,-37.128496,-10.848754,false
252,Coruripe,2804904,Pacatuba,SE,-36.647986,-10.4499,false
367,Lagarto,2805000,Pedra Mole,SE,-37.686027,-10.618119,false
19,Aracaju,2805109,Pedrinhas,SE,-37.681128,-11.193503,false
367,Lagarto,2805208,Pinhão,SE,-37.722111,-10.56669,false
19,Aracaju,2805307,Pirambu,SE,-36.859746,-10.741056,false
246,Paulo Afonso,2805406,Poço Redondo,SE,-37.684214,-9.80579,false
367,Lagarto,2805505,Poço Verde,SE,-38.176658,-10.707599,false
276,Nossa Senhora da Glória,2805604,Porto da Folha,SE,-37.276635,-9.919259,false
276,Nossa Senhora da Glória,2805703,Propriá,SE,-36.842099,-10.208207,false
367,Lagarto,2805802,Riachão do Dantas,SE,-37.729341,-11.066402,false
19,Aracaju,2805901,Riachuelo,SE,-37.193457,-10.731651,false
19,Aracaju,2806008,Ribeirópolis,SE,-37.432939,-10.54519,false
19,Aracaju,2806107,Rosário do Catete,SE,-37.031323,-10.69459,false
19,Aracaju,2806206,Salgado,SE,-37.477755,-11.022119,false
19,Aracaju,2806305,Santa Luzia do Itanhy,SE,-37.449842,-11.353317,false
252,Coruripe,2806404,Santana do São Francisco,SE,-36.599579,-10.287672,false
19,Aracaju,2806503,Santa Rosa de Lima,SE,-37.197732,-10.646234,false
19,Aracaju,2806602,Santo Amaro das Brotas,SE,-37.056311,-10.782011,false
19,Aracaju,2806701,São Cristóvão,SE,-37.209499,-11.013677,false
367,Lagarto,2806800,São Domingos,SE,-37.568429,-10.792326,false
276,Nossa Senhora da Glória,2806909,São Francisco,SE,-36.88624,-10.346486,false
19,Aracaju,2807006,São Miguel do Aleixo,SE,-37.383976,-10.387772,false
367,Lagarto,2807105,Simão Dias,SE,-37.809431,-10.738062,false
19,Aracaju,2807204,Siriri,SE,-37.112225,-10.605036,false
276,Nossa Senhora da Glória,2807303,Telha,SE,-36.88385,-10.209173,false
469,Tobias Barreto,2807402,Tobias Barreto,SE,-37.999001,-11.18433,true
7,Alagoinhas,2807501,Tomar do Geru,SE,-37.845371,-11.368052,false
7,Alagoinhas,2807600,Umbaúba,SE,-37.661147,-11.379872,false
636,Abaíra,2900108,Abaíra,BA,-41.661608,-13.253532,true
366,Cabrobó,2900207,Abaré,BA,-39.116588,-8.723418,false
7,Alagoinhas,2900306,Acajutiba,BA,-38.018286,-11.662613,false
367,Lagarto,2900355,Adustina,BA,-38.115506,-10.529572,false
107,Feira de Santana,2900405,Água Fria,BA,-38.768078,-11.872931,false
627,Livramento de Nossa Senhora,2900504,Érico Cardoso,BA,-42.136164,-13.422348,false
181,Jequié,2900603,Aiquara,BA,-39.885778,-14.127277,false
7,Alagoinhas,2900702,Alagoinhas,BA,-38.422616,-12.134183,true
334,Teixeira de Freitas,2900801,Alcobaça,BA,-39.194214,-17.518933,false
159,Itabuna,2900900,Almadina,BA,-39.635903,-14.706048,false
93,Santo Antônio de Jesus,2901007,Amargosa,BA,-39.598123,-13.034451,false
107,Feira de Santana,2901106,Amélia Rodrigues,BA,-38.755557,-12.400188,false
599,Morro do Chapéu,2901155,América Dourada,BA,-41.437163,-11.449646,false
362,Vitória da Conquista,2901205,Anagé,BA,-41.127113,-14.611326,false
602,Andaraí,2901304,Andaraí,BA,-41.324642,-12.801351,true
549,Senhor do Bonfim,2901353,Andorinha,BA,-39.832336,-10.34424,false
